Soil Type,Rainfall (mm),Temperature (°C),Humidity (%),pH Level,Nitrogen (N),Phosphorus (P),Potassium (K),Irrigation Type,Farm Size (hectares),Season,Altitude (m),Region,Sunlight Hours,Water Availability (liters),Recommended Crop
Sandy,1213.7990136964868,18.37828265363231,66.49535694922778,7.039500572706386,88.52388787075652,56.15945077121942,99.16861403927356,Flood,13.49940341201922,Rainy,1083.8956117439006,North,8.693732624869426,1643.7480448096737,Sugarcane
Sandy,339.0748304750459,29.286457301761228,81.71834282904555,7.8436583736546,8.670656759564022,17.081370630621073,77.0437802792337,Flood,6.5213203378754265,Winter,446.57915545307526,North,11.875489672211913,1724.99122426462,Rice
Sandy,1189.3362732526364,30.82451720529493,76.98879799138132,6.144293585178364,53.836310210102276,19.769030311448756,21.0528488440613,Sprinkler,6.202615189495557,Summer,226.301656823614,West,11.75900628839326,3262.1556584786404,Potato
Loam,903.6465522789433,25.379642594351587,67.95940169121388,6.070103851065519,91.32296862792705,31.88173228730047,50.14414736979107,Drip,16.066323432652958,Winter,856.2831360276192,East,7.974820233336482,3549.2193057132977,Maize
Clay,1451.889605016693,19.15932030090194,27.730230438777188,6.409463023480961,38.797275439788635,59.34964158218514,23.362476364856654,Drip,15.7750654925301,Summer,524.1175537019719,North,11.31554202250082,3957.6716546634625,Soybean
Sandy,644.4338158502919,16.379331291132885,40.24312124071649,7.353775419357772,82.95658314283686,21.011777594021453,40.95609272625092,Flood,7.369895910346819,Summer,691.6124048186542,West,11.085668245293895,1724.2014418885901,Wheat
Loam,1022.4084610741326,10.995680636872788,41.68648127257283,7.387670912392846,13.36956543994362,11.633172713326124,78.00840237349648,Drip,6.3294806975557165,Winter,988.0727270890928,North,7.264082383965377,4836.028347057738,Maize
Clay,1411.6365371630227,19.118392037221714,37.49698624783349,6.103338021273078,93.53944896677987,97.01168864184322,77.12248152904037,Sprinkler,11.416583383214405,Rainy,766.4823246548424,South,9.745742404699618,3554.9570251569517,Tomato
Loam,333.262646387883,29.59488371593849,56.05039617968062,5.4662347344782,75.14233175313026,2.1981814809622913,22.810037790238514,Drip,0.6631303696908115,Winter,949.4042847962222,East,6.436093893538889,4388.187675482219,Barley
Sandy,1418.3970334073865,38.14914455345448,57.48876704157708,7.21338689762928,94.13343927869016,80.26974053360216,92.22233181548602,Flood,2.112007240737575,Summer,839.0900030647604,West,11.02026432350077,3160.262861136687,Tomato
Sandy,1094.2514389910575,36.136134467891566,44.982018261977714,5.449140517660676,67.66172335525064,78.8035149575022,59.25681827648268,Sprinkler,2.9603070079003664,Winter,1122.7047393073437,North,7.04727530102098,2657.1073903595307,Rice
Sandy,,32.98194329605908,44.76524111155052,7.024723778802655,36.3403931999427,29.7214113845096,37.992429096201455,Sprinkler,4.115530447629897,Rainy,1073.608095681849,East,6.424888208314587,4908.731626379984,Cotton
Loam,,33.653420297598956,77.9988918534257,7.426977448197082,93.81811725247225,13.56266160073134,50.19355807808606,Flood,10.484353470171648,Rainy,824.5753431224979,West,8.401314573232867,3328.4854832793444,Potato
Loam,1120.6237152388662,29.94954710427986,75.250499382378,7.452140237380581,27.556677630917846,14.562864670542341,60.50712534377437,Drip,19.84871733979188,Summer,1034.409380246575,East,9.46153283159786,4467.494331196716,Cotton
Sandy,287.5557819094032,17.80860572698009,41.54570821765219,7.637152387308589,33.21725220617326,69.74316172371925,55.98905318457854,Flood,13.225961334073393,Winter,1316.6614232952884,East,11.129501751358626,4813.16958546516,Maize
Loam,956.8215982291553,37.21585092117489,83.96519107112815,8.055007975479826,70.08084180017403,64.28065910861737,48.64050355361782,Drip,1.69532649175986,Rainy,676.7933672928444,South,11.84545515313042,3701.418508034637,Cotton
Sandy,649.6479740388438,30.121969357175022,86.69705119017543,6.749856471876759,76.53162995253862,78.27456742513867,50.49328040894001,Drip,10.748797794213715,Winter,648.5064554857507,East,8.636955075419182,3195.7547140746997,Tomato
Sandy,1007.1901730977203,26.8132189294132,49.176655915155436,7.555872163353499,92.94034838491538,93.74811723991047,17.641191042788616,Sprinkler,10.184581641595337,Rainy,1158.1561502359511,West,6.362681537911621,1014.0434036426025,Wheat
Clay,259.4646439562667,13.329684076404433,44.80974641551384,7.167104573780429,20.48024090562095,69.1927363266592,81.27329043046794,Flood,3.3112724084519654,Summer,894.7030637108913,East,10.494693474155223,1160.078562956024,Maize
Loam,1332.9978479980891,23.411666314192765,55.394390739537116,5.653239789291889,79.7998035219224,15.585153655144346,54.176031994101535,Sprinkler,18.44531119164695,Summer,152.95983132275342,West,9.391039537343625,1803.4048642044654,Barley
Sandy,1465.535659930616,23.81074813605779,85.87845687735715,5.089913757042929,73.85460533969635,24.344261676541066,13.107986170470308,Flood,9.094922329669695,Winter,1343.562422752068,East,8.687348069066779,1744.033727423981,Soybean
Sandy,1459.541211871399,35.936908285680104,81.34236031996181,5.995894849869268,6.379455625359787,84.21937308731145,76.61571015827779,Flood,19.893903241889923,Summer,94.6354982445782,North,7.855613272753138,2019.0351807993814,Maize
Loam,1174.547381265802,26.399446605633653,27.179757380851285,6.5506179721816675,38.722314121020695,20.93060758342086,93.24439783773508,Sprinkler,8.691409757417203,Rainy,1135.1747165041274,South,9.014391167061214,2219.7385507906433,Sugarcane
Clay,369.11211216982156,21.412016469112288,47.49115202899914,7.159870805500297,28.27654570600986,7.252231695448142,94.7306899236962,Flood,12.355175202330381,Summer,1150.2515069212536,North,8.032077626742186,2440.261974202913,Barley
Clay,1185.7421547077292,39.30400985531978,58.73598328248403,7.974857656761219,30.44904243540304,70.32800540422505,36.901773241117276,Flood,2.5428694608030815,Rainy,1432.0110736587992,South,10.542071206484161,2682.1507602755064,Maize
Sandy,231.96299139644196,13.32161779978947,55.2192730786078,5.68686000847158,98.29468795547008,40.2526355490142,13.551687356075403,Drip,9.35744256423395,Rainy,128.4948921833651,West,9.263362178955846,1395.4653538240586,Sugarcane
Loam,228.76061698769644,22.676452849358338,33.57041475558249,5.4394242646446695,64.27774134799279,92.00400525459035,51.839962663306515,Flood,5.1559349330774795,Summer,915.4424481375119,South,11.26108664492467,1169.447727811128,Barley
Clay,620.6932848944036,11.260740255142158,80.11717398177083,8.372179816160147,71.76761577934995,65.02550710936616,11.260922934922068,Flood,16.793513572139084,Rainy,670.3688274092268,East,9.261263487896652,3695.7777962920936,Rice
Loam,835.2361475260655,32.19712362300791,67.3858548097786,5.378155957817425,97.66176373150091,9.041897779166074,93.39874185126172,Sprinkler,15.786431904917027,Rainy,529.417784546336,East,7.42957448003958,3149.339299372311,Potato
Loam,1201.529643150131,37.54229656597452,78.65358623962625,6.674718745375162,37.72017824576387,94.78565672536607,18.357962735514597,Sprinkler,16.57150999269449,Winter,180.9619124336559,North,11.106551293392867,2776.5768088804784,Tomato
Sandy,1088.2839895884567,18.401119886514685,80.11349955446306,7.049473050776557,80.1840168452806,25.85572636402459,25.276585995116406,Flood,14.610384036280053,Winter,865.8484735233983,South,9.343314269580263,3537.7597646734093,Soybean
Clay,779.6735182897728,35.75025030397363,72.38490975660179,6.894810473176034,43.45309633044954,33.72124904062858,40.663652688497045,Drip,16.737322860591,Winter,744.6090522281897,West,7.241046228861368,4310.717628814162,Maize
Sandy,555.7146661661657,18.766546913856935,50.74474208748021,5.3011125496153015,86.95336718149798,40.2260413683542,38.31644685591258,Drip,4.416160628410957,Summer,201.6039643189852,West,9.741046859737333,2710.7716364648186,Rice
Clay,1496.2618502050245,37.32310484931746,62.73827285107972,5.199594199012668,18.06575413113032,5.122429640431325,79.4662892397889,Sprinkler,9.314853643306133,Winter,938.1097852907709,East,8.146300589654565,3564.4778602079173,Cotton
Clay,754.0356929067648,32.61885710790352,31.225578428382022,,94.76861770642796,49.65154222306049,45.631682055096235,Flood,13.99101415894638,Rainy,1120.0320243667609,West,11.066433673752394,4814.288895340635,Tomato
Clay,786.8031316285782,34.14720330524316,67.15517922324354,7.0495568935541435,21.877170841087967,12.331849107529225,17.07682600033369,Flood,12.92915370973513,Summer,1162.55353652779,East,8.719798431879257,4358.497983446243,Wheat
Clay,412.71096754916994,10.540196668013635,32.54772790174965,6.905207106720123,32.622050698093155,40.097032668835176,26.72098954860741,Drip,14.468912416044697,Summer,1362.7911229805197,East,10.3586481486445,2704.0032420096377,Soybean
Clay,1233.2524133749082,38.88431071222078,68.57647133571098,5.818092772128605,75.61922341067805,35.07097879920843,50.9113385187522,Drip,4.873038471449018,Summer,643.732575738727,East,6.573217245817423,3578.867351258972,Cotton
Loam,1101.7868935159354,31.800129762109698,36.07187125277781,7.2322094964595705,39.37551415654067,77.28400834265034,14.745391742613489,Drip,2.4194768263773,Summer,1431.9555145020986,North,8.376146077814077,1708.2836876637589,Potato
Sandy,487.0004966253885,19.142532861584,28.228591010515398,7.870236257194772,60.82113767664467,80.3170511632731,61.16556756460141,Sprinkler,18.37772827245814,Rainy,1304.8726373698948,North,11.899448618834391,3242.0887395803593,Maize
Loam,307.09535930059553,34.88183994576541,31.56991431000702,5.145526359463078,44.45735010694285,15.3412882389088,56.57473065511459,Flood,11.42335196356349,Rainy,479.9272779847116,East,10.85076173686289,4925.313164553771,Rice
Clay,1084.649092697127,18.445635952447898,20.13944946533492,6.743454802418149,74.23699370897819,36.65511873792262,71.47023163822577,Sprinkler,3.4996055278945137,Winter,280.9604041567148,East,6.959644814201572,3073.260460810089,Barley
Sandy,1050.8645785654758,36.18261518698384,70.31177324974712,7.412586442359416,22.833125236861086,37.33531610318317,93.77046153793677,Flood,15.97201334680355,Summer,681.3146243856195,East,7.6665842968635305,4710.553196760589,Wheat
Clay,555.2373850976721,13.37741171235811,71.26807343408655,5.883091744743905,5.8457987236877,15.141044393608505,91.22545611011557,Sprinkler,18.34113376427101,Winter,632.7531265361516,West,7.978894853138167,2629.339682013043,Soybean
Sandy,1436.1226309255335,31.110579323823874,56.04533449392816,6.077198168526022,29.992939747306625,79.84535050511906,94.60756180688314,Flood,3.806488612136627,Rainy,884.7929927302463,East,9.902193362972675,4995.379308738525,Potato
Loam,396.3752593151703,26.22095429934731,31.29539607387686,7.147732660462843,47.43086648684303,70.72283283354233,24.471559702370094,Drip,16.439542877747655,Summer,895.9100368752346,East,10.541968556937933,3316.880140910231,Potato
Sandy,762.0352413553825,12.896034105863224,25.848803625748282,8.142773527053079,16.80200521926786,19.038178629703474,13.156530663935461,Drip,18.697888695723,Rainy,1137.481127350964,South,10.497159652847458,1169.0759769437382,Cotton
Sandy,1426.7006962178784,17.25681484776517,21.33902765061009,7.834735471060148,35.47972896563887,36.6721908593799,30.22767004964485,Drip,18.79805120577234,Winter,789.3404248981348,South,9.059244337838416,3347.019186765552,Cotton
Sandy,745.645512003959,10.372121088319444,31.60237238756545,7.040955766848542,39.998301829356855,10.580502485651422,89.50851727663147,Sprinkler,18.326051002243272,Rainy,201.99282936411004,South,10.864923227028907,2098.2907827183863,Tomato
Sandy,1030.0837319633113,24.063038963935174,82.35988744882027,7.555776012150372,5.739184368827354,62.820659709304394,97.20534746234883,Drip,11.155209741022004,Summer,1294.522436552004,South,8.622468496544851,1129.9252881435789,Rice
Sandy,716.8727173516326,19.03795782280001,36.907578919117725,6.276878645727296,58.33072481842046,12.137192454861967,85.9324951070476,Flood,7.44612068645045,Summer,499.15864561852123,East,6.743283391773371,4283.413218778653,Soybean
Clay,556.479763053271,27.950724528932763,44.7989929052051,7.243379348345652,88.43434279712875,98.59341686249178,11.00177211275436,Sprinkler,0.641819750033181,Winter,1458.3813174445584,South,9.386651049922879,2102.9185479230237,Barley
Sandy,1479.1709423477766,18.917134231258515,27.374183913693322,6.631635568946449,15.174291295305242,78.06820746878623,94.74279980597932,Flood,1.6877884239947782,Summer,220.89715758566672,West,11.71380830760664,4186.194216185993,Barley
Sandy,732.1342082095559,18.99757334520954,35.56529133237192,5.664776477601463,59.7808013401514,39.023854958399504,42.3358027350786,Sprinkler,8.862360798299118,Rainy,1439.4641997371298,West,10.757961908355067,2152.870331823468,Maize
Loam,1362.3289647828747,32.2957959619481,56.34571995461436,7.4560839585703995,66.47392049108463,57.85639322793544,0.9310290762353679,Flood,8.28685985463445,Rainy,181.96711997964962,South,9.472203886153455,1777.3054154950971,Maize
Sandy,498.94098765841204,11.444285079350603,62.542687816695675,,41.93346804192883,91.13418162164088,44.23937407481936,Flood,4.101921236612723,Rainy,385.0024000232362,North,9.88083396209458,4895.742296417709,Soybean
Loam,477.03611523260827,37.08684985575962,37.17466199163478,6.255175536837569,70.109758736427,55.40992803958261,4.606916967546759,Sprinkler,8.21186054661731,Rainy,117.5409160254853,West,11.583372162213436,2446.581311020078,Cotton
Clay,240.47430774986478,35.567916231735445,35.91373589296837,8.189687165275208,41.0731543491012,17.44984863979552,54.387792116111754,Sprinkler,3.905676276379678,Winter,1072.4140626265425,West,8.570056766609763,3405.5048457726416,Wheat
Sandy,1047.1668729886505,30.034140496792194,47.37230083891791,5.073269412393566,50.46372879774349,37.87033555811593,33.855402743705135,Drip,17.05142942912889,Rainy,1282.9331680290982,South,7.988364833655824,3439.9259712578864,Maize
Loam,679.0842468408895,27.796647103221527,36.39423596484339,6.105206029373236,0.735304455442698,84.31448650297455,47.343493359404874,Drip,6.314800118574177,Winter,679.4030686331716,South,11.863449390002694,3241.893928694007,Wheat
Loam,1323.6657247915282,36.76907494418957,35.368774626086136,5.199084892221763,69.17201141346888,64.42130159896179,61.3170360743117,Flood,12.172004828087045,Rainy,1396.357008811523,East,11.180658801062,4658.782974084858,Maize
Clay,815.1728786990243,15.559905385861434,87.19039618994186,7.682845606775695,66.13426789447244,65.07243843338003,86.88010958178202,Flood,10.305439708982192,Winter,905.9336540456194,West,7.938261507711614,3697.764285467474,Barley
Sandy,1458.6514562891382,100.0,63.14103401480068,7.457376089398274,3.8400877326344562,86.68214856884892,66.19015764719286,Flood,1.5117005130828483,Rainy,963.5103463974586,South,8.782683584165536,2614.9320164197206,Potato
Sandy,441.1831704140575,17.185305097286143,58.98149102204671,6.159732765577109,36.82501073951331,89.39730574625047,43.40488684781807,Sprinkler,18.87355753007774,Rainy,1275.8578424661164,South,8.490468774046795,4449.521538097097,Maize
Loam,1329.210118342294,33.83734836100571,49.104257246632535,7.364820157724756,97.90318407916673,91.97925717794362,81.9427853670365,Sprinkler,10.780906575884424,Winter,480.3602973251664,East,6.894574072028604,1724.2515964638576,Potato
Sandy,1209.5759086292642,11.0401080017945,50.0261033401101,,42.07365625686168,9.48491932531561,90.55821375731323,Drip,6.838624046140398,Summer,563.6852959250574,West,11.746915942879554,3176.94703044167,Wheat
Loam,1202.1983980372675,27.484205052504688,57.863350268665656,7.64688826997852,50.19454051318417,54.41260019631009,11.975996643219721,Flood,3.583468107844831,Summer,1363.6302828322343,South,8.425874587318553,4802.201487775025,Soybean
Sandy,1298.218196551954,39.8631254857393,68.75008649252752,6.589642819578471,90.99301581597186,74.05095212183186,53.19329775527915,Drip,7.101269377173297,Summer,1356.3970692562075,East,11.251974495827447,3501.590519521651,Potato
Loam,1189.3311882258986,35.670882815126184,69.15022673272806,6.442979047410829,71.72618758657563,75.69268451270138,28.451195974244413,Sprinkler,0.8999762589560953,Winter,1465.9000254912628,South,7.13613736608399,4267.8738018995045,Barley
Sandy,1014.08641812084,25.643370671307686,32.01857353938147,8.271554704209054,58.20701311242236,60.67162019700039,4.706119787694741,Sprinkler,7.589384029291805,Summer,1357.665558840423,North,9.287224863823319,3614.2429021807716,Rice
Clay,370.6183409871038,11.909227278599271,55.00789264536389,5.878076849617451,79.78046813410725,16.678733518367416,66.85466951139854,Sprinkler,10.863975582437844,Summer,234.6894522483733,North,6.143768310745619,4357.483454151561,Barley
Sandy,242.2840333386275,34.94120543157129,48.837066652387136,5.421565689987979,86.43662664559733,79.74205539416643,86.27707774592255,Drip,17.501391794093422,Winter,1244.4002148986317,South,10.585322903053852,4777.951519380975,Wheat
Sandy,,27.969355245316315,80.93688763885689,7.045900896408104,45.68880717372669,72.01113335149458,16.290265447739404,Sprinkler,13.903801145107053,Summer,644.2657932589113,West,9.48548338947767,2091.686910130947,Potato
Clay,1001.6454088769594,13.447989911787005,64.19932448528635,8.392626342994626,47.51083649318354,8.613577154903629,81.24136576239005,Flood,2.6758551060982074,Summer,1486.66196612161,North,9.753537500818517,1678.6443250268753,Potato
Sandy,1235.4984782690292,12.815718544700687,57.275284649118724,6.322437248045153,38.60509356518358,46.380982467437626,85.33957335369416,Drip,3.3810533265402416,Summer,734.8073982767615,East,6.310325295327921,2935.9630013301594,Soybean
Clay,825.979056966315,37.28880458309777,28.077624952524218,5.217128672700735,96.67061400184606,17.39773995218036,91.43404426664836,Sprinkler,8.848405672458306,Winter,853.0623196282198,South,7.266229981251692,3807.4497072968634,Potato
Sandy,,30.076007888142353,62.3946522526388,6.187568435583486,69.71662542903503,33.74770457129719,26.528508908605243,Drip,4.316301156956363,Winter,818.1736271223579,East,6.445985234121481,1908.7650127288643,Maize
Loam,362.7415298633156,34.87860397950267,28.20427339761634,6.770760790118454,8.322306620807229,1.8081092205685434,90.39530651898893,Drip,1.0430706628637372,Summer,516.5186932945028,North,7.733485894822871,1016.4058017206683,Sugarcane
Loam,1091.2348733976628,36.36936700846802,43.60446028960264,5.5667305232127475,86.29596233130185,40.032986841075825,32.06627547364322,Sprinkler,16.19779016230237,Summer,158.78202889473135,West,9.764634046092906,2371.7404633468213,Soybean
Sandy,759.3976633693015,27.153170561449667,29.99893753700323,7.303357763197722,48.05599408362681,54.987692115621044,55.23380134555028,Sprinkler,0.8806901286108855,Winter,1348.694284082782,East,9.39711590590425,4875.437341871154,Sugarcane
Sandy,460.68214471043774,25.523390552651236,61.37795944165145,8.492122861535702,6.875390642248746,61.95825928270868,5.050747083228213,Drip,16.698447301361274,Summer,1213.879928163116,North,9.672898929680342,3779.8698424233867,Wheat
Sandy,839.072910763868,22.912822309629703,34.43764796853068,6.5810881659350535,54.971725516331105,66.34903451287101,4.388108836874361,Drip,3.3100272791428376,Winter,252.31383181152046,North,9.295507628267366,2605.301775764896,Cotton
Loam,283.47161819767433,19.50839763373358,47.43015612316182,6.241549948555744,41.716427897570206,83.629131310246,72.03732127322029,Sprinkler,19.506229010738764,Summer,1176.3139934576056,North,7.638172774055156,1770.3043893873614,Barley
Sandy,956.5628224887184,23.037878825761354,82.6972344333145,6.402464583920633,87.7749404862625,21.546290727573002,44.4479977977791,Flood,12.275541280610707,Winter,957.4776657733845,East,7.467044984066551,2424.358695018988,Tomato
Loam,549.691425765627,33.21638967190469,34.30214683792792,5.403011624383204,20.399460360938736,12.048182243846794,25.629237536921757,Drip,14.832167946782961,Rainy,643.2584924805524,North,6.822358101219487,1679.3577332049917,Potato
Clay,1236.8268308283446,28.057702930453946,55.54635447711454,8.091457604991783,82.6464609492183,85.15371718979256,19.04134960249102,Drip,2.6544307453772653,Rainy,418.33066618856594,South,11.094425249420953,1425.2232852518057,Barley
Loam,603.4705466006459,36.775698698645385,49.349016281621545,6.451889794324732,55.768869118545275,15.661281489264988,66.9953490859218,Flood,17.31102943230386,Winter,1296.6067360782372,North,9.698876151247466,4626.969490290216,Tomato
Loam,791.7861938063415,23.301400431375633,21.26868287320108,6.3554604399869445,5.461030321346905,97.47600813361953,0.04015440253398728,Sprinkler,16.864250685995,Rainy,1065.272975976377,South,7.119066075024358,4990.601353501894,Wheat
Clay,215.10670188053084,28.212687361562622,75.4930679500969,7.30891595525666,97.18453013254846,84.2538229398637,80.58911691968542,Sprinkler,13.233358265063494,Summer,844.2228687302485,West,7.063256278927437,1656.4577583831613,Wheat
Loam,294.18095413292656,28.93922659275966,24.83321344202198,6.547116973258932,51.26152441031999,50.08766058895991,7.924960612992882,Flood,10.294359859610054,Winter,933.8743741527729,South,11.23821360915682,1218.0902355131188,Cotton
Sandy,710.2416233286903,27.750914869189767,53.19785146838675,7.268817140827461,29.08768542315825,98.14214249220252,19.148961490811946,Sprinkler,14.569038876067614,Winter,182.04596401916243,West,10.456385182579915,2318.9244285848495,Soybean
Sandy,823.9204851322605,31.07901319256549,59.2474806457265,5.2150620154577565,46.94068419892581,9.737672910800422,38.62363952990896,Sprinkler,0.615600199069124,Summer,737.1836533212282,West,9.956394479432229,2846.6367230456613,Barley
Loam,980.0267125550948,17.123004051244187,63.989851963021096,7.848031703027797,85.7857783517489,30.306576117510165,48.48587397161036,Drip,12.05259473026996,Summer,330.8654245392679,South,8.441184645235799,1819.2849883034178,Barley
Sandy,579.1613523220942,25.370913326373717,68.20421405155129,8.291763835077909,30.49031243850635,63.822441504061146,35.49951158139418,Drip,17.024419631120114,Winter,352.1563345627968,West,7.571853385671105,2205.699647194234,Potato
Loam,1103.4764519645053,-50.0,37.72906684659006,7.27067885155785,19.26763964867003,35.00068684731787,32.071216498429386,Drip,7.459547799907719,Summer,1008.8907453159568,South,11.876704578676943,1803.482942766631,Wheat
Sandy,1318.159116345966,21.535339829344377,20.698514366091455,8.340980751005837,12.907124693088146,92.83725519807918,96.39160120731884,Flood,2.611642451416878,Winter,1371.3214201597177,East,10.783437450136802,4097.042273729805,Tomato
Sandy,1213.8062855613548,24.63001205863793,70.64105636484385,5.530013100294871,29.785939839021125,6.562608817781756,64.15796812433942,Sprinkler,8.70710636999252,Summer,635.4470851936024,West,7.810675338817659,3850.311772989043,Rice
Loam,251.5044729528643,29.566727786364176,57.495961954330504,6.670956663181238,78.00480870400435,54.941183206096454,2.343295536738821,Sprinkler,14.678536756640884,Winter,351.236445867676,South,11.085388777670968,3539.8060630439268,Cotton
Sandy,,38.5159315775861,78.52823922450742,7.106323568809065,47.16263651952617,59.08662673951145,43.01759084443132,Drip,2.5923736022281143,Summer,990.6830589931486,West,10.553591691688089,2548.871428316819,Soybean
Loam,336.40923194362733,28.019531996450677,77.4971854030486,7.036078265974154,22.748160369353997,65.27281237772242,87.50086997439702,Drip,4.517946924151355,Summer,1313.2212172079608,North,7.78248329926799,4636.163765256944,Rice
Sandy,514.6585206212858,32.307817485296795,79.03283174515182,6.405116226811652,16.61849996097492,25.566622333181442,30.145618641066797,Flood,3.3772610131596488,Rainy,1135.0622616276116,South,8.559317125449837,4878.130166140079,Maize
Sandy,1482.6613712472904,25.187981784856085,53.95662619856781,6.1832954327819145,33.27294765103791,36.45664275198644,9.455634477438824,Sprinkler,16.040481233716886,Rainy,1309.6979842780513,North,7.11572067234616,1694.557250501648,Sugarcane
Clay,385.2442057719672,29.02312094128994,43.3539877085806,5.443884078926466,93.99243728857088,84.36805296649777,75.83847715899178,Flood,1.7264061378234934,Rainy,828.0042729656591,West,6.666314666268656,1892.050565647512,Cotton
Clay,848.5545994867629,12.127966484013204,75.40907418139591,6.371098576967974,34.30267125900244,19.494276897015983,60.60138319360813,Sprinkler,13.888436791231442,Summer,1140.2205543353268,West,10.33657219703818,3102.5241120014784,Tomato
Loam,1003.6024546135549,17.63174742525541,51.590587912047845,5.5693128528691975,98.81240759546354,82.68678471733621,57.03125078265039,Flood,7.645909954687232,Winter,253.09361107045788,East,7.605071144123199,1365.0022771289812,Rice
Clay,1113.2044617073352,20.855592796154163,32.840953748240416,7.570279867722764,48.523045576535615,56.26554229027424,5.357655960740793,Drip,15.237929236263396,Summer,554.9981922766276,South,10.920356194477522,2745.7935952924513,Tomato
Loam,927.5432885329883,24.174800650195408,79.8481813693032,5.730908274231065,17.916391829015087,76.21875111940821,14.049900979551733,Flood,19.305476666288733,Rainy,614.8462884982075,North,11.973652269086557,3327.1650591108405,Potato
Clay,212.70210164493875,11.369462365071513,81.77919137406431,5.204978568495869,89.11400917935094,71.36073662634715,62.25493962131138,Flood,2.7336333419364047,Summer,791.3788320567502,East,6.459718883577892,3088.2942845493326,Cotton
Sandy,624.3997007171895,14.20072292659953,52.64168292981191,6.93328148236032,46.03553731348269,20.7511495384879,20.782384145883583,Drip,6.63050830081544,Rainy,1397.1607223723945,West,8.838210750502203,2323.6343323121046,Wheat
Loam,873.0251364001249,18.30442923373917,25.29898091168512,7.083304064517906,70.96713435045244,56.88127364338729,50.40700797484243,Sprinkler,16.29744584051771,Rainy,1317.7300123221528,West,10.812375355864818,3169.7832243088274,Soybean
Loam,314.22644888828336,39.14598072703152,47.14782629418519,8.05169571448177,98.37115832091517,86.77231528050923,54.488168602939346,Sprinkler,5.690088527997942,Winter,245.06196381931758,East,10.7337053792474,4835.203817035392,Tomato
Sandy,655.815010571935,19.940410213091525,76.24763616238224,7.019435643461886,5.0175350319974,43.211623680192936,28.35071902709394,Drip,4.694851642397798,Winter,300.54499522957167,North,10.55998294998581,1824.069617165504,Barley
Loam,243.16404142877653,24.461231743362475,83.124181998236,6.20918298803206,9.669455978756714,96.65907702233167,94.84251555414929,Flood,16.59487056844495,Rainy,568.5787969039214,West,8.093969611811467,3619.3254335760143,Rice
Loam,302.152046301527,15.882931382151789,34.24309197483171,7.810541585342122,72.04567414627562,45.221510010171805,84.24641068355751,Flood,19.74810609811642,Rainy,471.5786055414772,West,8.723119534110314,1173.5867766242075,Barley
Clay,716.0002590620749,28.32340213227305,24.688152841769007,6.890976126155974,28.1825003295472,14.278563666788468,72.23735076327985,Flood,11.359171507885332,Summer,941.4178820765803,South,9.569810144048821,1265.6656179257398,Tomato
Loam,372.53048025597843,18.42049646547923,81.41453171929871,5.277480996209171,18.430139695009906,38.94346800776732,7.7993866409409085,Sprinkler,5.9219505925001155,Rainy,1359.02526925859,East,11.843643501439544,3207.31289689434,Rice
Sandy,937.8031027400256,16.209777353152802,47.25834572852127,6.980476961096363,3.9361879819729495,95.17024063905372,10.613001930901945,Flood,8.272036251201053,Summer,1445.3227354252508,West,7.965283625630957,1419.756721311798,Wheat
Clay,1096.3044598784454,25.497178853379374,57.92326749872943,8.178064908975818,2.1846711986201806,31.97208493398542,49.27813458649557,Sprinkler,3.817541383980376,Rainy,997.7242811760784,North,11.538863326301147,1089.3871537074294,Sugarcane
Clay,1240.7627088418078,10.165173974812625,87.76460684355312,6.387094189243772,77.4485603119791,86.80981598670628,16.071334919098568,Flood,15.356801938369673,Winter,1265.3308420315757,South,7.616141509082965,1686.0519905920887,Sugarcane
Sandy,460.19531751825315,10.22992097947676,24.6595309539956,6.037140306649301,13.443342736955,88.12506816818897,97.8265463529474,Drip,15.582743347543975,Winter,811.5431903346558,East,11.934446792842227,3259.3966839982977,Potato
Sandy,,16.572064273055734,65.38226052164669,5.50214309956307,46.77206159711509,35.01865243319611,15.852023402740944,Drip,17.56485935145864,Rainy,352.0740729470576,North,10.021582120965551,3813.36381807573,Maize
Clay,335.93819243472035,11.101640875024634,25.187379580240695,5.530059326773751,60.5896815179483,8.325765805063213,48.746783546397396,Sprinkler,1.0187499901329957,Summer,810.7981975355422,West,8.781068882151306,1809.91425656552,Sugarcane
Loam,1027.3593244067279,13.24077262392074,46.28282499265502,6.514700195196366,42.835180056884624,72.45579091588182,36.41210568415054,Sprinkler,11.458636161714395,Summer,854.869772084594,East,9.68034256838163,3673.037748832698,Maize
Clay,1118.4184444329715,20.165819480162547,76.26701816354128,7.084879384565353,2.7106652336233106,31.1512299013986,63.938642145409794,Drip,4.677980969692095,Summer,1126.563468109657,East,7.635187014241241,1729.9053243969174,Rice
Sandy,241.06198827333463,34.07757038739439,50.34305629289441,5.282153918093606,78.35015025879089,78.29236142575724,12.90364088894249,Drip,7.147218802100964,Rainy,368.8303350756562,North,7.6450431450688,3453.8297065250285,Sugarcane
Clay,1417.0759201167969,27.161459301079024,89.80276477320653,8.28849006158808,1.0513224541653488,44.26548482604331,43.03164280423909,Flood,15.806634498086895,Rainy,584.050054025761,East,6.681327263060963,2647.8387195831956,Tomato
Sandy,267.56266874691414,25.38003177869249,59.134149946262156,7.642967661058186,76.1889894377484,48.52667423426216,27.470503280714365,Drip,4.244656221049175,Winter,577.8398303611211,North,6.684301786232393,3615.198037334467,Wheat
